"HS6-SH6","DESCRIPTION_ENG","DESCRIPTION_FRA"
"844190","Parts Of Machinery For Making Up Paper Pulp, Paper Or Paperboard (Incl Cutting Machinery)","Parties de machines/appareils pour pâte à papier/papier/carton (incl. les coupeuses)"
"844230","Machines,Apparatus & Equip, For Preparing/Making  Printing Plates/Cyl/Other Printing Components, Nes","Machines, appareils & matériaux, pour préparation/fab de clichés/planches/cyl/au orga impr,nda"
"844240","Parts Of Machinery, Apparatus Or Equipment For Making Print Blocks, Typesetting Or Composing","Parties de machines/appareils de composition de caractères ou fabrications d'organes imprimants"
"844250","Printing Type, Blocks, Plates, Rolls, Cylinders, Lithographic Stones And Other Printing Components","Caractères d'imprimerie, clichés, planches, cylindres et autres organes imprimants"
"844311","Offset Printing Machinery - Reel Fed Type","Machines/appareils à imprimer - offset, alimentés en bobine"
"844312","Offset Printing Machinery - Sheet-Fed, Office Type (Maximum Sheet Size  22 X 36 Cm )","Machines/appareils à imprimer - offset, alimentés feuilles  be bureau <=22 x 36cm"
"844313","Offset Printing Machinery, Nes","Machines et appareils à imprimer offset,  nda"
"844314","Letterpress Printing Machinery, Reel Fed,   Excl Flexographic Printing","Mach & app à imprimer,typo,alm en bobines,exc mach et app flexographiques"
"844315","Letterpress Printing Machinery, O/T Reel Fed, Excl  Flexographic Printing","Mach & app à impr,typo,a/q alimentés en  bobines, exc mach & app flexographiques"
"844316","Flexographic Printing Machinery","Machines et appareils à imprimer, flexo-graphiques"
"844317","Gravure Printing Machinery","Machines et appareils à imprimer, hélio-graphiques"
"844319","Offset Printing Machinery, Nes","Machines et appareils à imprimer offset,  nda"
"844331","Mach Performing Two Or More Func Of   Prntg/Cpyg/Fax,Conn To Adpm Or Network","Mach a deux fonc d'impress/copie/transm,  aptes à conn à mati ou réseau"
"844332","Other Printing Machines, Capable Of   Connecting  To An Adpm Or Network","Autres machines à imprimer, aptes à conn  à mati ou réseau"
"844339","Other Printing Machines, Nes","Autres machines à imprimer, nda"
"844391","Pts & Access,Of Printing Mchy,By Means   Of Plates,Cyl & O Prntg Comp Of Hd 84.42","Pts & acces,de mach & app d'impress,par  planches,cyl & au orga impr du n° 84.42"
"844399","Pts & Access,Of Printing Mchy,By Means   Of Plates,Cyl & O Prntg Comp Of Hd 84.42","Pts & acces,de mach & app d'impress,par  planches,cyl & au orga impr du n° 84.42"
"844400","Machines For Extruding, Drawing, Texturing Or Cutting Man-Made Textile Materials","Machines/appareils industrielles - filage/étirage/texturation/tranchage de textiles"
"844511","Carding Machines - For Preparing Textile Fibres","Machines à textiles - cardes pour la préparation des matières textiles"
"844513","Drawing Or Roving Machines - For Preparing Textile Fibres","Machines à textiles - bancs à broches pour la préparation des matières textiles"
"844519","Machines Nes - For Preparing Textile Fibres","Machines à textiles - pour préparation des matières textilesnda"
"844520","Textile Spinning Machines","Machines à textiles - pour la filature des matières textiles"
"844530","Textile Doubling Or Twisting Machines","Machines à textiles - pour le doublage/retordage des matières textiles"
"844540","Textile Winding (Including Weft-Winding) Or Reeling Machines","Machines à textiles - à bobiner (incl. canetières) ou à dévider les matières textiles"
"844590","Machinery For Preparing Textile Yarn For Use On Weaving Or Knitting Machine","Machines à textiles - à préparer les fils textiles pour les métiers à tisser ou à bonneterie"
"844610","Weaving Machines (Looms) - For Fabrics Of A Width Not Exceeding 30 Cm","Machines à textiles - métiers à tisser - pour tissus d'une largeur <30cm"
"844621","Weaving Machines (Looms) - For Fabrics Of A Width Exceeding 30 Cm - Shuttle Type, Power Loom","Machines à textiles - métiers à tisser à navettes - à moteur - pour tissus d'une largeur >29cm"
"844629","Weaving Machines (Looms) - For Fabrics Of A Width Exceeding 30 Cm - Shuttle Type - Other Than Power","Machines à textiles - métiers à tisser à navettes - a/q à moteur - pour tissus d'une largeur >29cm"
"844630","Weaving Machines (Looms) - For Fabrics Of A Width Exceeding 30 Cm - Shuttleless Type","Machines à textiles - métiers à tisser sans navettes - pour tissus d'une largeur >29cm"
"844711","Circular Knitting Machines - With Cylinder Diameter Not Exceeding 165 Mm","Machines à textiles - métiers à bonneterie circulaires - cylindre d'un diamètre <166mm"
"844712","Circular Knitting Machines - With Cylinder Diameter Exceeding 165 Mm","Machines à textiles - métiers à bonneterie circulaires - cylindre d'un diamètre >165mm"
"844720","Flat Knitting Machines Or Stitch-Bonding Machines","Machines à textiles - métiers à bonneterie rectilignes et machines de couture-tricotage"
"844790","Embroidery And Tufting Machines And Machinery For Making Gimped Yarn, Tulle, Lace, Nets And The Like","Machines à textiles - métiers à guipure ,tulle, dentelle, broderie, passementerie, tresses, filet"
"844811","Dobbies And Jacquards; Card Reducing, Copying, Punching Or Assembling Machines For Textiles","Ratières, mécaniques jacquard, réducteurs, perforatrices copieuses et mach à lacer cartons, textiles"
"844819","Auxiliary Machinery For Preparing, Weaving, Knitting Textile Materials, Fibres And The Like","Machines à textiles - autres nda pour préparation/tissage/tricotage des matières textiles, nda"
"844820","Parts And Accessories Of Man-Made Material Extruding, Drawing, Texturing Or Cutting Machines","Parties/accessoires de machines à filer/étirer/texturer/couper les matiëres textiles"
"844831","Card Clothing","Machines à textiles - garnitures de cardes"
"844832","Parts And Accessories Of Machines For Preparing Textile Fibres (Other Than Card Clothing)","Parties/accessoires de machines pour  préparation des matières textiles ( a/q garnitures de cardes)"
"844833","Spindles, Spindle Flyers, Spinning Rings And Ring Travelers","Broches et leurs ailettes, anneaux et curseurs"
"844839","Other Parts And Accessories Of Machines For Producing Or Preparing Textile Yarns Nes","Parties/accessoires de machines nda pour la fabrication/préparation des fibres textiles"
"844842","Reeds For Looms, Healds And Heald-Frames","Peignes, lisses et cardes de lisses"
"844849","Parts And Accessories Of Weaving Mach  (Looms) Or Of Their Auxiliary Mchy,Nes","Parties & accessoires des métiers à tisser ou de leurs auxiliaires,nda"
"844851","Sinkers, Needles And Other Articles Used In Form Stitches As Parts Of Knitting Or Similar Machines","Platines, aiguilles et autres articles pour formation des mailles des machines à tricot et similaire"
"844859","Parts And Accessories Of Knitting Or Similar Machines Or Of Their Auxiliary Machinery","Parties/accessoires des métiers, machines à tricot ou de  machines/appareils auxiliaires"
"844900","Machinery For Manufacturing Or Finishing Of Felt Or Nonwovens (Incl Hat Making Machinery)","Machines textiles - pour la fabrication/finissage du feutre/de nontissés"
"845011","Washing Machines - Fully Automatic - Dry Linen Capacity <10Kg","Machines à laver le linge - automatiques - capacité <10kg linge sec"
"845012","Washing Machines - Not Fully Automatic - With Built-In Centrifugal Dryer - Dry Linen Capacity <10Kg","Machines à laver le linge - a/q automatique - avec essoreuse centrifuge - capacité <10kg linge sec"
"845019","Washing Machines - Not Fully Automatic - Without Built-In Dryer - Dry Linen Capacity <10Kg","Machines à laver le linge - a/q automatique - sans essoreuse centrifuge - capacité <10kg linge sec"
"845020","Washing Machines -  Household Or Laundry-Type (Incl Commercial) - Dry Linen Capacity >10Kg","Machines à laver le linge - capacité >10kg linge sec"
"845090","Parts Of Household Or Laundry-Type Washing Machines","Parties de machines à laver le linge"
"845110","Dry-Cleaning Machines  - Other Than Household/Laundry-Type","Machines pour le nettoyage à sec"
"845121","Drying Machines (Dryers)  - Dry Linen Capacity Of 10Kg Or Less","Sécheuses (machines à sécher) - capacité <11kg linge sec"
"845129","Drying Machines (Dryers)  - Dry Linen Capacity More Than 10Kg","Sécheuses (machines à sécher) - capacité >10kg linge sec"
"845130","Ironing Machines And Presses (Including Fusing Presses)","Machines et presses à repasser (incl. presses à fixer)"
"845140","Washing, Bleaching Or Dyeing Machines  - Other Than Household/Laundry-Type","Machines pour le lavage, le blanchiment ou la teinture - a/q usages domestiques"
"845150","Machines For Reeling, Unreeling, Folding, Cutting Or Pinking Textile Fabrics","Machines à enrouler, dérouler, plier, couper ou denteler les tissus - a/q usages domestiques"
"845180","Domestic Clothes Wringers And Napping, Brushing Or Shearing Machines For Textile Finishing","Machines et appareils nda pour finition des tissus - a/q usages domestiques"
"845190","Parts Of Dryers (Other Than Household/Laundry-Type), Clothes Wringers Or Textile Finishing Machines","Parties de machines et appareils de lavage, nettoyage, séchage etc, a/q domestiques ou blanchisserie"
"845210","Household-Type Sewing Machines","Machines à coudre - type ménager"
"845221","Industrial Sewing Machines (Other Than Book-Sewing Machines) - Automatic Nes","Machines à coudre - type industriel - automatiques"
"845229","Industrial Sewing Machines (Other Than Book-Sewing Machines) - Other Than Automatic Nes","Machines à coudre - type industriel -  a/q automatiques"
"845230","Sewing Machine Needles","Aiguilles pour machines à coudre"
"845290","Parts Of Sewing Machines Nes","Parties de machines à coudre, nda"
"845310","Machinery For Preparing, Tanning Or Working Hides, Skins Or Leather","Machines/appareils industrielles - pour préparation/tannage/travail des cuirs ou peaux"
"845320","Machinery For Making Or Repairing Footwear","Machines/appareils industrielles - pour fabrication/réparation des chaussures"
"845380","Machinery For Making Or Repairing Articles Of Hides, Skins Or Leather (Other Than Footwear) Nes","Machines/appareils industrielles - pour fabrication/réparation d'articles nda faits de cuirs/peaux"
"845390","Parts Of Machinery For Making, Repairing, Preparing, Tanning Or Working Hides, Skins, Leather Goods","Parties de machines/appareils pour fabrication/réparation des cuirs, peaux  ou chaussures"
"845410","Converters Used In Metallurgy Or Metal Foundries","Machines/appareils industrielles - convertisseurs pour la métallurgie/aciérie/fonderie"
"845420","Ingot Moulds And Ladles Used In Metallurgy Or Metal Foundries","Machines/appareils industrielles - lingotières et poches de coulée pour métallurgie/aciérie/fonderie"
"845430","Casting Machines Used In Metallurgy Or Metal Foundries","Machines/appareils industrielles - machines à couler (mouler) pour métallurgie/aciérie/fonderie"
"845490","Parts Of Converters. Ladles, Ingot Moulds And Casting Machines Used In Metallurgy Or Metal Foundries","Parties de convertisseurs, lingotières, poches de coulée et de machines à couler pour métaux"
"845510","Tube Rolling Mills","Machines/appareils industrielles - laminoirs à métaux, à tubes"
"845521","Hot Or Combination Hot And Cold Metal Rolling Mills (Other Than Tube Mills)","Machines/appareils industrielles - laminoirs à métaux, à chaud/combinés à chaud-à froid (a/q à tubes"
"845522","Cold Metal Rolling Mills (Other Than Tube Mills)","Machines/appareils industrielles - laminoirs à métaux, à froid (a/q à tubes)"
"845530","Rolls For Metal Rolling Mills","Cylindres de laminoirs à métaux"
"845590","Parts Of Metal Rolling Mills And Rolls","Parties de laminoirs à métaux et de leurs cylindres"
"845610","Machine-Tools For Removal Of Material - By Laser Or Other Light Or Photon Beam Processes","Machines-outils - pour enlever les matières - par laser/faisceau de lumière"
"845620","Machine-Tools For Removal Of Material - By Ultrasonic Processes","Machines-outils - pour enlever les matières - par ultra-sons"
"845630","Machine-Tools For Removal Of Material - By Electro-Discharge Processes","Machines-outils - pour enlever les matières - par électro-érosion"
"845690","Machine-Tools,Operated By Electro-Chemical,Electron/Ionic Beam Or Plasma Arc Processes","Machines-outils,opérés par procédés électrochimiques, fais électrons/ioniques ou jet plasma"
"845710","Machining Centres - For Working Metal","Centres d'usinage - pour le travail des métaux"
"845720","Unit Construction Machines (Single Station) - For Working Metal","Machines à poste fixe - pour le travail des métaux"
"845730","Multi-Station Transfer Machines - For Working Metal","Machines à stations multiples - pour le travail des métaux"
"845811","Horizontal Lathes - Numerically Controlled - For Removing Metal","Tours horizontaux - à commande numérique - travaillant par enlèvement de métal"
"845819","Horizontal Lathes - Not Numerically Controlled - For Removing Metal","Tours horizontaux - a/q à commande numérique - travaillant par enlèvement de métal"
