"HS10-SH10","DESCRIPTION_ENG","DESCRIPTION_FRA"
"7607110010","Foil, aluminum, not backed, rolled but not further worked,","Feuilles/bandes minces en aluminium, sans support, simpl laminées, épais<0,005mm"
"7607110020","Foil,aluminum,not backed,rolled but not further worked,>=0","Feuilles&bandes minces d'alum s support,simp laminée,épais>=0,005mm mais<0,127mm"
"7607110030","Foil, aluminum, not backed, rolled but nfw, thickness of 0","Feuilles/bandes minces en aluminium,sans sup, laminées, épais de 0,127mm ou plus"
"7607190010","Foil,alum,n backed,epoxy coat,f mfr lid food cntr,etched f","Feuil&ba alum,s sup,adhé époxy,pr fab couver,attaqué acide pr fab conden élec,etc"
"7607190090","Foil, aluminum, not backed, of a thickness not exceeding 0","Feuilles&bandes minces en aluminium,sans support, épais n'excédant pas 0,2mm,nda"
"7607201000","Foil, alum,backed,mfr 960ml bev cnt; foil,alum, backed,<0.","Feuil & ba mince alum,sur sup,fab récip 960ml breuv;épais <0,127mm,gaufré,n impr"
"7607209010","Foil,aluminum,backed,printed,nes","Feuilles/bandes minces en aluminium,sur support,imprimées,nda"
"7607209090","Foil,aluminum,backed,nes","Feuilles/bandes minces en aluminium,sur support,nda"
"7608100010","Tubes and pipes, aluminum, not alloyed, seamless","Tubes et tuyaux en aluminium non allié,sans soudure"
"7608100090","Tubes and pipes, aluminum, not alloyed, nes","Tubes et tuyaux en aluminium non allié,nda"
"7608200000","Tubes and pipes, aluminium alloys","Tubes et tuyaux en alliages d'aluminium"
"7609000000","Fittings, pipe or tube, aluminum, for example couplings, e","Accessoires de tuyauterie en aluminium,p.ex. raccords, coudes, manchons, etc"
"7610100010","Doors and their frames of aluminum","Portes et leurs cadres et chambranles,en aluminium"
"7610100020","Windows and their frames of aluminum","Fenêtres et leurs cadres et chambranles,en aluminium"
"7610100030","Thresholds for doors of aluminum","Seuils de portes,en aluminium"
"7610901000","Structures & parts,alum,plates,rods,etc,for structures,o/t","Éléments de const et pts,en alum,tôles,barres,etc,a/q bâtim préf,pr fab prod CDN"
"7610909010","Aluminum roofing","Toitures en aluminium"
"7610909020","Aluminum siding, including soffits and fascia","Parements en aluminium, y compris soffites et bordures de toit"
"7610909030","Architectural and ornamental work, aluminum","Ouvrages architecturaux et ornementaux, en aluminium"
"7610909090","Structures & parts,alum,plates,rods,tubes,etc,for structur","Éléments de const et parties, en alum, tôles,barres,tubes,etc,a/q bâtim préf,nda"
"7611000000","Reservoirs, vats & sim cont of aluminium, cap >300L, o/t c","Réservoirs, foudres&contenant sim en aluminium contenance >300L a/q gaz cprm,etc"
"7612100000","Containers, collapsible tubular, aluminum, capacity<=300 l","Étuis tubulaires souples,en aluminium,contenance<=300L"
"7612901000","Aerosol containers,excl 3 piece cans w/o inserts,base dia","Bombes pour pulvérisation,exc boîtes 3 morceau sans insérées,dia base >=50<=80mm"
"7612909011","Food cans, aluminum","Bidons pour aliments,en aluminium"
"7612909019","Cans, aluminum, nes","Bidons et boîtes en aluminium, nda"
"7612909090","Casks, boxes and sim containers,aluminum,cap<=300 L,w/n li","Fûts,boîtes et sim,en alum,<=300L,même avec revêt intérieur,calorifuges,etc,nda"
"7613000000","Containers, aluminium, for compressed or liquefied gas","Récipients en aluminium pour gaz comprimés ou liquefiés"
"7614100000","Stranded wire, cables,plaited bands,etc,alum,steel core,no","Torons,câbles,tresses,etc,aluminium avec âme en acier,non isolés pour l'élect"
"7614900000","Stranded wire,cables,plaited bands, etc, of aluminum, not","Torons,câbles,tresses,etc,en aluminium,non isolés pour l'électricité,nda"
"7615100010","Cooking utensils, of aluminum","Ustensiles de cuisine, en aluminium"
"7615100020","Pie plates,plates for prepared meals & similar semi-rigid","Assiettes à tarte ou pr plats cuisinés,contenants sim semi-rigides,en aluminium"
"7615100090","Table, kitchen or other household articles and parts there","Articles de ménage ou d'économie domestique et leurs parties, en aluminium, nda"
"7615200000","Sanitary ware and parts thereof, of aluminium","Articles d'hygiène ou de toilette et leurs parties en aluminium"
"7616100010","Nuts, aluminum","Écrous en aluminium"
"7616100020","Rivets, aluminum","Rivets en aluminium"
"7616100090","Nails, tacks, staples excl staples hd 83.05, screws, bolts","Clous, pointes,crampons a/q crampons n° 83.05, vis, boulons, etc, en aluminium"
"7616910000","Cloth, grill, netting or fencing, of aluminum wire","Toiles, métalliques, grillages et trellis, en fils d'aluminium"
"7616991000","Art of alum such as: cups for mfr of candles; ferrules for","Ouvr en alum tel que: godet pr fab chandelle; bague métall pr fab crayon; etc"
"7616999021","Die castings, aluminum","Moulages sous pression,en aluminium"
"7616999029","Castings, aluminum, nes","Moulages en aluminium,nda"
"7616999030","Forgings, aluminum","Ouvrages forgés,en aluminium"
"7616999040","Ladders, aluminum","Échelles en aluminium"
"7616999050","Venetian blinds and parts thereof, aluminum","Stores vénitiens, y compris leurs parties,en aluminium"
"7616999090","Other articles of aluminum, nes","Autres articles en aluminium, nda"
"7801100010","Pig and block, refined lead, unwrought","Gueuses et masses, en plomb affiné sous forme brute"
"7801100090","Refined lead, unwrought, nes","Plomb affiné sous forme brute, nda"
"7801910010","Lead-antimony-tin alloys, unwrought","Alliages plomb-antimoine-étain sous forme brute"
"7801910090","Lead unwrought containing by weight antimony as the princi","Plomb sous forme brute avec antimoine comme autre élément prédominant en pds,nda"
"7801990010","Lead bullion, unwrought","Lingots de plomb sous forme brute"
"7801990020","Lead alloys, unwrought, nes","Alliages de plomb sous forme brute,nda"
"7801990090","Lead unwrought, nes","Plomb sous forme brute,nda"
"7802000010","Lead waste and scrap obtained from lead acid storage","Déchets et débris de plomb provenant d'accumulateurs électriques en plomb"
"7802000090","Lead waste and scarp, nes","Déchets et débris de plomb nda"
"7804110000","Lead sheets, strip and foil of a thickness, excluding any","Feuilles et bandes de plomb, d'une épaisseur <=0,2 mm (support non compris)"
"7804190000","Lead plates, sheets, strip and foil, >0.2mm thick, nes","Tables, feuilles et bandes en plomb, épais >0,2mm, nda"
"7804200010","Lead powders, not alloyed","Poudres de plomb non alliés"
"7804200020","Alloyed powders; flakes, lead","Poudres en alliages; paillettes,de plomb"
"7806000000","Other articles of lead, nes","Autres ouvrages en plomb, nda"
"7901110000","Zinc not alloyed unwrought containing by weight >=99.99% o","Zinc non allié sous forme brute,contenant en poids >=99,99% de zinc"
"7901120000","Zinc, not alloyed, unwrought containing by weight <99.99%","Zinc non allié sous forme brute,contenant en poids <99,99% de zinc"
"7901200010","Zinc alloys, unwrought, containing by weight>=90% but <97.","Alliages de zinc sous forme brute,contenant en poids>=90%<97,5% de zinc"
"7901200020","Zinc alloys, unwrought, containing by weight <90% of zinc","Alliages de zinc sous forme brute,contenant en poids <90% de zinc"
"7902000000","Zinc waste and scrap","Déchets et débris de zinc"
"7903100000","Zinc dust","Poussières de zinc"
"7903900010","Zinc powders, not alloyed","Poudres de zinc non allié"
"7903900090","Powders, alloyed and flakes of zinc","Poudres d'alliages et paillettes de zinc"
"7904000000","Bars, rods, profiles and wire, of zinc","Barres, profilés et fils, en zinc"
"7905000000","Plates, sheets, strip and foil, of zinc","Tôles, feuilles et bandes, en zinc"
"7907003000","Articles of zinc, for use in Canadian manufactures","Ouvrages en zinc, devant servir à la fabrication de produits canadiens"
"7907009100","Anodes for electroplating, of zinc","Anodes pour galvanoplastie, en zinc"
"7907009210","Zinc tubes, pipes and tube or pipe fittings","Tubes, tuyaux et accessoires de tuyauteries, en zinc"
"7907009290","Discs/slugs, >= 90% zinc; other fabricated building compon","Disques/pions, >= 90% zinc; ouvrages façonnés pour le bâtiment, en zinc, nda"
"7907009900","Other articles of zinc, nes","Autres ouvrages en zinc, nda"
"8001100000","Tin, not alloyed, unwrought","Étain non allié, sous forme brute"
"8001200010","Tin-antimony alloys, unwrought","Alliages étain-antimoine sous forme brute"
"8001200020","Tin-lead-antimony alloys, unwrought","Alliages étain-plomb-antimoine sous forme brute"
"8001200090","Tin alloys, unwrought, nes","Alliages d'étain sous forme brute,nda"
"8002000000","Tin waste and scrap","Déchets et débris d'étain"
"8003000000","Bars, rods, profiles and wire, of tin","Barres, profilés et fils, en étain"
"8007001000","Tin foil, w/n printed or backed, of a thickness, excluding","Feuilles/bandes minces en étain,même impr ou a sup,épais<=0,2mm,sup n compris"
"8007002000","Tin plate, sheet and strip, >0.2mm thk; tin pipes or tubes","Tôles,feuilles et bandes,>0,2mm,en étain; tubes,tuy,acces de tuyauterie en étain"
"8007003000","Powders and flakes, tin","Poudres et paillettes, en étain"
"8007009040","Tin articles, subject to customs duty based on excise duty","Ouvrages en étain, sujet au droit de douane basé sur le droit d'accise, nda"
"8007009090","Other tin articles, nes","Autres ouvrages en étain, nda"
"8101100010","Powders, tungsten (wolfram), not alloyed","Poudres de tungstène (wolfram), non allié"
"8101100020","Powders, tungsten (wolfram), alloyed","Poudres de tungstène (wolfram), allié"
"8101940010","Sintered bars & rods, tungsten (wolfram),unwrought, not al","Barres frittées,en tungstène (wolfram), sous forme brute, non alliées"
"8101940091","Tungsten (wolfram) unwrought, not alloyed, o/t bars & rods","Tungstène (wolfram) sous forme brute,non allié,a/q barres obtenues par frittage"
"8101940092","Tungsten (wolfram) unwrought, alloyed","Tungstène (wolfram) sous forme brute, en alliages"
"8101960000","Wire, tungsten (wolfram)","Fils en tungstène (wolfram)"
"8101970000","Tungsten (wolfram) waste and scrap","Déchets et débris de tungstène (wolfram)"
"8101990010","Tungsten (wolfram) and articles thereof, for use in Canadi","Tungstène (wolfram) et ouvrages en tungstène (wolfram),servir à fab produits CDN"
"8101990090","Tungsten (wolfram) and articles thereof, nes","Tungstène (wolfram) et ouvrages en tungstène (wolfram), nda"
"8102100000","Powders, molybdenum","Poudres de molybdène"
"8102940010","Molybdenum, unwrought, not alloyed, including bars & rods","Molybdène sous forme brute,non allié,incl barres obtenues par frittage"
"8102940020","Molybdenum, unwrought, alloyed, including bars & rods sint","Molybdène sous forme brute,en alliages,incl barres obtenues par frittage"
"8102951000","Molybdenum bars & rods, o/t those obtained simply by sinte","Barres en molybdène,a/q celles simplement obtenues par frittage"
"8102952000","Molybdenum profiles, plates, sheets, strip & foil","Profilés, tôles, bandes et feuilles en molybdène"
"8102960000","Wire, molybdenum","Fils en molybdène"
"8102970000","Molybdenum waste and scrap","Déchets et débris de molybdène"
"8102990000","Molybdenum and articles thereof, nes","Molybdène et ouvrages en molybdène, nda"
"8103200010","Tantalum unwrought incl bar&rod sintered and tantalum powd","Tantale sous forme brute,incl barres obt/frittage et poudres de tantale n alliée"
"8103200020","Tantalum unwrought incl bars & rods sintered and tantalum","Tantale sous forme brute,incl barres obt/frittage et poudres de tantale,alliés"
"8103300000","Tantalum waste and scrap","Déchets et débris de tantale"
"8103900000","Tantalum and articles thereof, nes","Tantale et ouvrages en tantale, nda"
"8104110000","Magnesium unwrought containing by weight at least 99.8% of","Magnésium sous forme brute,contenant en poids>=99,8% de magnésium"
"8104190010","Magnesium-rare earth,magnesium-didymium,etc,mfr magnesium","Magnésium-terres rares,magnésium-didymium,etc,fab de moulages de magnésium"
"8104190090","Magnesium, unwrought, nes","Magnésium sous forme brute, nda"
"8104200000","Magnesium waste and scrap","Déchets et débris, de magnésium"
"8104300000","Raspings,turnings and granules graded according to size an","Copeaux, tournures & granules calibrés et poudres en magnésium"
"8104900010","Bars and rods, magnesium, alloyed","Barres en magnésium, en alliages"
"8104900090","Other magnesium and articles thereof, nes","Autres magnésium et ouvrages en magnésium, nda"
"8105200010","Powders, cobalt","Poudres de cobalt"
"8105200020","Cobalt, unwrought, not alloyed","Cobalt sous forme brute, non allié"
"8105200090","Cobalt mattes & other intermediate products of cobalt meta","Mattes de cobalt et au produits intermédiaires de la métallurgie du cobalt, nda"
"8105300000","Cobalt waste and scrap","Déchets et débris de cobalt"
"8105900010","Bars and rods, cobalt, not alloyed","Barres en cobalt, non alliées"
"8105900090","Cobalt and articles thereof, nes","Cobalt et ouvrages en cobalt, nda"
"8106000010","Bismuth unwrought and powders, not alloyed","Bismuth sous forme brute et poudres de bismuth,non alliées"
"8106000021","Bismuth unwrought and powders alloyed; articles of bismuth","Bismuth sous forme brute et poudres de bismuth allié;ouvrages en bismuth,nda"
"8106000022","Bismuth waste and scrap","Déchets et débris de bismuth"
"8107200010","Cadmium, unwrought, and powders, not alloyed","Cadmium, sous forme brute, et poudres de cadmium, non alliées"
"8107200020","Cadmium, unwrought, and powders, alloyed","Cadmium, sous forme brute, et poudres de cadmium, en alliages"
"8107300000","Cadmium waste and scrap","Déchets et débris de cadmium"
"8107900000","Cadmium and articles thereof, nes","Cadmium et ouvrages en cadmium, nda"
"8108200011","Powders,sponges,ingots,billets,blooms,sheet bars&slabs,tit","Poudres,éponges,lingots,bil,blooms,largets&pla,en titane sou for bru, non alliés"
"8108200019","Titanium unwrought and articles thereof, not alloyed, nes","Titane sous forme brute et ouvrages, non alliées, nda"
"8108200021","Powders,sponges,ingots,billets,blooms,sheet bars&slabs, ti","Poudres,éponges,lingots,bil,blooms,largets&pla,en titane sous forme brute,alliés"
"8108200029","Titanium unwrought and articles thereof, alloyed, nes","Titane sous forme brute et ouvrages en titane sous forme brute, allié, nda"
"8108300000","Titanium waste and scrap","Déchets et débris de titane"
"8108900010","Plates, sheets, strip and foil, titanium, not alloyed, nes","Tôles, bandes et feuilles, non alliées, en titane, nda"
"8108900020","Tubes and pipes, titanium, not alloyed, nes","Tubes et tuyaux, non alliées, en titane, nda"
"8108900090","Other articles of titanium, nes","Autres ouvrages en titane, nda"
"8109200010","Zirconium, unwrought and powders, not alloyed","Zirconium sous forme brute et poudres de zirconium, non allié"
